path,classification,reviewed,contains_formula,contains_kpi_logic,contains_risk_logic,contains_duplicate_logic,status,evidence,notes
backend/src/zero_cost/storage.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L21:def __init__(self, base_dir: str | os.PathLike='data/duckdb', db_path: str | os. | L27:def _get_conn(self) -> Any: | L35:def close(self) -> None:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/xirr.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L9:_TOLERANCE = 1e-09 | L11:_DateLike = Union[str, date, datetime, pd.Timestamp] | L13:def xirr(cashflows: list[float], dates: list[_DateLike], guess: float=_INITIAL_G",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
config/README.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/alertmanager.yml.template,ACTIVE_CANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
config/business_parameters.yml,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
config/business_rules.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/holding_projections.yml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/kpis/kpi_definitions.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/metrics/metric_registry.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/pipeline.yml,ACTIVE_NONCANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
config/prometheus.yml,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/rules/kpi_threshold_alerts.yml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/rules/pipeline_alerts.yml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
config/rules/supabase_alerts.yml,ACTIVE_NONCANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
config/scenarios/scenario_assumptions.yaml,ACTIVE_NONCANONICAL,yes,no,yes,no,yes,PASS,,Contains KPI/metric vocabulary.
conftest.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L23:_env_file = ROOT / "".env"" | L28:def _build_portfolio(n: int = 50, seed: int = 42) -> pd.DataFrame: | L29:""""""Deterministic realistic lending portfolio DataFrame.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
data/raw/README.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
db/migrations/000_init_base_tables.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Initialization: Create base tables for analytics views | L3:-- Customer Data | L21:-- Loan Data,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/001_create_lineage_schema.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Data lineage and audit schema,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/002_create_kpi_timeseries_daily.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Migration: Create kpi_timeseries_daily table for pipeline KPI tracking | L2:-- Date: 2026-01-31 | L3:-- Purpose: Store daily KPI calculations from the data pipeline,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20251230000000_create_kpi_tables.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Supabase KPI Definitions Table | L17:-- Supabase KPI Values Table | L31:-- Enable RLS,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20251231000000_pipeline_audit_tables.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- ===================================================================== | L2:-- Loans Analytics - Pipeline lineage + audit tables (minimal) | L3:-- Schema: analytics,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260101000000_analytics_kpi_views.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L1:-- ===================================================================== | L2:-- Loans Analytics – Base + KPI Views | L3:-- Schema: analytics,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260105000000_security_hardening.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Security Hardening: Enable RLS and set default policies | L2:-- Date: 2026-01-05 | L4:-- 1. Enable RLS on all public tables,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/20260201000000_create_historical_kpis.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Migration: Create historical_kpis table for Phase G4.2 Supabase integration | L2:-- Date: 2026-02-01 (Consolidated from 2026-01-28 and 2026-02-01) | L3:-- Purpose: Define schema for daily KPI time-series data,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260204035559_remote_schema.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L15:drop policy IF EXISTS ""Allow public read-only access"" on ""analytics"".""data_quali | L23:drop policy IF EXISTS ""Allow public read-only access"" on ""analytics"".""kpi_values | L31:drop policy IF EXISTS ""Allow public read-only access"" on ""analytics"".""pipeline_r",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/20260204040000_rls_policies.sql,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,L1:-- Migration: Define RLS policies for sensitive tables | L2:-- Date: 2026-02-04 | L3:-- Purpose: Implement secure access control policies for fintech data,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
db/migrations/20260204050000_create_monitoring_schema.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Create monitoring schema explicitly | L2:-- Date: 2026-02-04 | L3:-- Purpose: Define monitoring schema and tables for KPI tracking,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260204100000_enable_rls_all_tables.sql,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,L1:-- Enable RLS on All Public Tables (Addressing Supabase Security Alerts) | L2:-- Date: 2026-02-04 | L3:-- Purpose: Address 8 security alerts by enabling RLS on all public tables,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
db/migrations/20260204120000_fix_broadcast_trigger.sql,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,L1:-- Migration: Harden broadcast trigger security | L2:-- Date: 2026-02-04 | L3:-- Purpose: Address security findings in the monitoring.broadcast_kpi_values tri,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
db/migrations/20260204120500_fix_kpi_values_policy.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:-- Migration: Harden RLS policies for monitoring.kpi_values | L2:-- Date: 2026-02-04 | L3:-- Purpose: Fix overly permissive ""allow_insert"" policy",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260205200000_grant_monitoring_schema_access.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Grant monitoring schema access to service_role and authenticated users | L2:-- Date: 2026-02-05 | L3:-- Purpose: Enable cross-schema access for RLS tests and monitoring,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/20260205201000_create_kpi_public_views.sql,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,L1:-- Create public schema views for monitoring data access | L2:-- Date: 2026-02-05 | L3:-- Purpose: Expose monitoring schema tables via public schema (PostgREST API acc,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
db/migrations/20260206100000_add_rls_status_rpc.sql,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L1:-- Add RPC to check RLS status of critical tables | L2:-- This allows the smoke test to verify RLS is enabled without direct DB access | L20:-- Grant execute permission to service_role,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
db/migrations/20260206220000_enable_rls_missing_tables.sql,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L1:-- Enable RLS on financial_statements and payment_schedule | L2:-- Date: 2026-02-06 | L3:-- Purpose: Fix gap where these tables had policies but RLS was not enabled,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
db/migrations/20260207100000_create_operational_events_commands.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Self-Healing Monitoring Layer: operational_events + commands tables | L2:-- These tables enable the platform to log events from pipeline/agents/cron | L3:-- and queue commands for n8n or operators to execute.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/migrations/20260208000000_harden_monitoring_rls.sql,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L1:-- Harden monitoring RLS (defense-in-depth) | L2:-- | L3:-- RLS is already enabled via 20260207100000_create_operational_events_commands.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
db/migrations/20260208010000_create_fact_loans.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:-- Create fact_loans table for denormalized loan-level analytics | L2:-- Migration: 20260208_create_fact_loans.sql | L3:-- This is the core fact table referenced by views, KPI queries, and monitoring",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260223160000_add_monitoring_kpi_compatibility.sql,COMPATIBILITY_ONLY,yes,yes,yes,yes,yes,PASS,L1:-- Add compatibility columns/triggers so both legacy kpi_key model and id/name m | L2:-- Also seeds the requested KPI definitions. | L3:-- Idempotent: safe to run multiple times.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260223162000_add_daily_kpi_snapshot_job.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Create idempotent daily KPI snapshot upsert function and schedule. | L2:-- Safe behavior: | L3:--   1) Upserts one row per KPI definition for a target date.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260223163000_refresh_public_kpi_views_for_compat.sql,COMPATIBILITY_ONLY,yes,yes,yes,no,no,PASS,L1:-- Refresh public KPI views so PostgREST schema cache includes compatibility col | L2:-- added to monitoring.kpi_definitions / monitoring.kpi_values. | L8:SELECT * FROM monitoring.kpi_values;,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
db/migrations/20260223164000_add_missing_pipeline_kpi_definitions.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Add KPI definitions required by current pipeline output | L2:-- so all calculated KPIs can be persisted to monitoring.kpi_values.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260226220000_reconcile_monitoring_kpi_schema_and_rls.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:-- Reconcile monitoring KPI schema drift (A/B models), harden RLS, | L2:-- and align pipeline KPI mapping coverage. | L3:--",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260324093000_add_remaining_monitoring_kpi_definitions.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L18:('cost_of_risk', 'cost_of_risk', 'Cost Of Risk', 'Risk', 'percent', 'lower_is_be | L19:('cure_rate', 'cure_rate', 'Cure Rate', 'Risk', 'percent', 'higher_is_better', ' | L20:('delinq_1_30_rate', 'delinq_1_30_rate', 'Delinq 1-30 Rate', 'Asset Quality', 'p",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260324094000_create_kpi_targets_table.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- Migration: Create KPI Targets Table for 2026 Portfolio Goals | L2:-- Purpose: Store projected portfolio targets by month for variance tracking | L3:-- Date: 2026-03-25,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/20260328100000_ensure_complete_kpi_definitions.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L1:-- Ensure all pipeline-calculated KPIs have definitions in monitoring.kpi_defini | L2:-- This is required so that the output phase can map every kpi_name → kpi_key | L3:-- when writing to monitoring.kpi_values.,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/migrations/migration_index.yml,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
db/sql/README.md,DOC_ONLY,yes,no,no,no,no,PASS,,
db/sql/base_views.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L1:-- Base Views for Loans Financial Intelligence Platform | L2:-- Version: 1.0 | L3:-- View: v_loan_month_snapshot,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/sql/calculations/par_30_calculation.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- PAR 30 Calculation | L2:-- Portfolio at Risk (loans past due 30+ days) | L3:-- Returns percentage of portfolio in arrears,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/sql/calculations/par_60_calculation.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- PAR 60 Calculation | L2:-- Portfolio at Risk (loans past due 60+ days) | L3:-- Returns percentage of portfolio in arrears,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/sql/calculations/par_90_calculation.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- PAR 90 Calculation | L2:-- Portfolio at Risk (loans past due 90+ days) | L3:-- Returns percentage of portfolio in arrears,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/sql/models/v_loan_risk_drivers.sql,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L1:-- v_loan_risk_drivers | L2:-- Surface risk drivers by product/segment for business reviews | L6:COUNT(*) AS loan_count,",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
db/sql/models/v_loans_overview.sql,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L1:-- v_loans_overview | L2:-- Provides canonical loan-level snapshot for analytics pipelines,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
db/star_schema/create_star_schema.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- ============================================================================= | L2:-- Star Schema — Loans Analytics | L3:-- Target: Supabase / PostgreSQL (free tier),Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
db/star_schema/views/kpi_views.sql,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,L1:-- ===================================================================== | L2:-- Loans Analytics – Base + KPI Views | L3:-- Schema: analytics,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docker-compose.yml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/API_SECURITY_GUIDE.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/DATA_DICTIONARY.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/DATA_GOVERNANCE.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/FINANCIAL_PRECISION_GOVERNANCE.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/GOOGLE_SHEETS_SETUP.md,DOC_ONLY,yes,no,no,no,no,PASS,,
docs/GOVERNANCE.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/KPI.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/OBSERVABILITY.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/OPERATIONS.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/OWNER_MAP.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/PRODUCTION_DEPLOYMENT_GUIDE.md,DOC_ONLY,yes,no,no,no,no,PASS,,
docs/PRODUCT_DESIGN_SPEC.md,DOC_ONLY,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/README.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/SECURITY.md,DOC_ONLY,yes,no,no,no,no,PASS,,
docs/SETUP_GUIDE_CONSOLIDATED.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/TARGETS_2026.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/kpi_lineage.md,DOC_ONLY,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/operations/EMERGENCY_RESPONSE_PLAN.md,DOC_ONLY,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
docs/operations/MASTER_DELIVERY_TODO.md,DOC_ONLY,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/operations/SCRIPT_CANONICAL_MAP.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/operations/UNIFIED_WORKFLOW.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/operations/reviewed_file_manifest.json,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
docs/security/SECRETS_MANAGEMENT.md,DOC_ONLY,yes,no,no,no,no,PASS,,
docs/security/SECURITY_PATH_VALIDATION.md,DOC_ONLY,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
docs/security/SUPABASE_RLS_HARDENING.md,DOC_ONLY,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/.env.example,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/.gitignore,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/index.html,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
frontend/react/package.json,ACTIVE_NONCANONICAL,yes,no,no,no,no,PASS,,
frontend/react/postcss.config.mjs,ACTIVE_CANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
frontend/react/src/app/components/Charts.tsx,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L24:className=""rounded-lg p-3 border shadow-lg"" | L25:style={{ backgroundColor: ""var(--dark-blue)"", borderColor: ""var(--purple-dark)""  | L27:<p className=""text-sm mb-2"" style={{ color: ""var(--light-gray)"" }}>{label}</p>",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/app/components/LoadingState.tsx,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L7:<div className=""min-h-screen flex items-center justify-center""> | L8:<div className=""text-center""> | L10:className=""w-12 h-12 rounded-full border-4 border-t-transparent mx-auto mb-4 ani",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
frontend/react/src/app/components/MetricComponents.tsx,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L1:import { LucideIcon } from ""lucide-react""; | L10:status?: ""normal"" | ""warning"" | ""critical"" | ""not-configured"" | ""good"" | ""neutra | L15:normal: { emoji: ""✅"", color: ""var(--success)"" },",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
frontend/react/src/app/components/layout/RootLayout.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:import { Outlet, Link, useLocation } from ""react-router""; | L18:} from ""lucide-react""; | L19:import { Button } from ""@/components/ui/button"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/AIDecisionCenter.tsx,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard, ConfidenceBadge } from ""../components/MetricComponents""; | L3:import { LoadingState, ErrorState } from ""../components/LoadingState"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
frontend/react/src/app/pages/CollectionsOperations.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { MultiLineChart } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/CovenantCompliance.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { TrendChart } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/ExecutiveCommandCenter.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard, ConfidenceBadge, AlertCard } from ""../components/MetricComp | L3:import { LoadingState, ErrorState } from ""../components/LoadingState"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/HomePage.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard, AlertCard } from ""../components/MetricComponents""; | L3:import { TrendChart, DonutChart } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/InvestorRoom.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { LoadingState, ErrorState } from ""../components/LoadingState"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/MarketingIntelligence.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { BarChartComponent } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/NotFound.tsx,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L1:import { Link } from ""react-router""; | L2:import { Button } from ""@/components/ui/button""; | L3:import { Home } from ""lucide-react"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
frontend/react/src/app/pages/PortfolioOverview.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { AreaChartComponent, DonutChart } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/RiskIntelligence.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard, AlertCard } from ""../components/MetricComponents""; | L3:import { MultiLineChart } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/SalesGrowth.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { BarChartComponent, AreaChartComponent } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/TreasuryLiquidity.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { AreaChartComponent } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/UnitEconomics.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:import { useSection } from ""@/hooks/useData""; | L2:import { MetricCard } from ""../components/MetricComponents""; | L3:import { TrendChart, BarChartComponent } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/pages/VintageAnalysis.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L2:import { useSection } from ""@/hooks/useData""; | L3:import { MetricCard } from ""../components/MetricComponents""; | L4:import { MultiLineChart, BarChartComponent } from ""../components/Charts"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/app/routes.tsx,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:import { createBrowserRouter } from ""react-router""; | L2:import { RootLayout } from ""./components/layout/RootLayout""; | L3:import HomePage from ""./pages/HomePage"";",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
frontend/react/src/components/ui/button.tsx,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L1:import * as React from ""react"" | L2:import { Slot } from ""@radix-ui/react-slot"" | L3:import { cva, type VariantProps } from ""class-variance-authority""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
