id,severity,file,line,logic,why_dangerous,correct_behavior
CF-1047,HIGH,frontend/streamlit_app/app.py,186,"dashboard_metrics = {'timestamp': datetime.now().isoformat(), 'extended_kpis': extended_kpis, 'total_aum_usd': executive_strip.get('total_outstanding_loan_value', 0.0), 'active_clients': executive_strip.get('total_customers', 0), 'total_loans': executive_strip.get('total_loans', 0), 'avg_apr': executive_strip.get('avg_apr', 0.0)}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1048,MEDIUM,frontend/streamlit_app/app.py,268,st.markdown('- **Dashboard docs:** docs/analytics/dashboards.md'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1049,MEDIUM,frontend/streamlit_app/app.py,272,"strategic_links = {'streamlit_local': dashboard_local_url, 'grafana_local': grafana_local_url, 'streamlit_prod': deployed_dashboard_url, 'dashboard_docs': 'docs/analytics/dashboards.md'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1050,MEDIUM,frontend/streamlit_app/components/analytics_tabs.py,55,st.subheader('LTV / CAC and Margins'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1051,MEDIUM,frontend/streamlit_app/components/analytics_tabs.py,65,"fig_ratio = px.line(unit_df, x='month', y='ltv_cac_ratio', title='LTV/CAC Ratio Trend', markers=True)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1052,HIGH,frontend/streamlit_app/components/analytics_tabs.py,78,"pc1.metric('Weighted APR', f""{current_pricing.get('weighted_apr', 0.0):.2%}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1053,HIGH,frontend/streamlit_app/components/analytics_tabs.py,79,"pc2.metric('Weighted Fee Rate', f""{current_pricing.get('weighted_fee_rate', 0.0):.2%}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1054,HIGH,frontend/streamlit_app/components/analytics_tabs.py,80,"pc3.metric('Weighted Effective Rate', f""{current_pricing.get('weighted_effective_rate', 0.0):.2%}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1055,HIGH,frontend/streamlit_app/components/analytics_tabs.py,93,"g1.metric('Quality Score', f""{governance.get('quality_score', 0.0):.1%}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1056,MEDIUM,frontend/streamlit_app/components/analytics_tabs.py,95,"g2.metric('Freshness (days)', 'N/A' if freshness is None else f'{freshness}')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1057,MEDIUM,frontend/streamlit_app/components/confidence_badge.py,1,"""""""Confidence badge — visual indicator of model/data confidence.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1058,MEDIUM,frontend/streamlit_app/components/confidence_badge.py,16,"""""""Show an inline confidence badge (high / medium / low).""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1059,MEDIUM,frontend/streamlit_app/components/csv_upload.py,23,"uploaded_files = st.file_uploader('Choose CSV/Excel file(s)', type=['csv', 'xlsx', 'xls'], accept_multiple_files=True, help='You can upload one consolidated file or multiple source tables. The uploader maps aliases automatically.')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1060,HIGH,frontend/streamlit_app/components/csv_upload.py,181,return _coerce_numeric_nullable(series).fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1061,MEDIUM,frontend/streamlit_app/components/csv_upload.py,264,numeric_rate = numeric_rate / 100.0,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1062,MEDIUM,frontend/streamlit_app/components/csv_upload.py,371,"messages.append(('warning', f'{generic_count} loan_id(s) have duplicate rows (borrower/amount columns unavailable for detailed classification)'))",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1063,MEDIUM,frontend/streamlit_app/components/csv_upload.py,417,input_path = run_dir / filename,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1064,HIGH,frontend/streamlit_app/components/csv_upload.py,460,"st.metric('Data Quality', f""{transform_result.get('quality_score', 0.0):.1%}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1065,MEDIUM,frontend/streamlit_app/components/csv_upload.py,471,"st.download_button('📄 Download CSV', fh, file_name=f'kpis_{run_id}.csv', mime='text/csv')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1066,MEDIUM,frontend/streamlit_app/components/csv_upload.py,476,"st.download_button('📄 Download JSON', fh, file_name=f'kpis_{run_id}.json', mime='application/json')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1067,MEDIUM,frontend/streamlit_app/components/csv_upload.py,481,"st.download_button('📄 Download Parquet', fh, file_name=f'kpis_{run_id}.parquet', mime='application/octet-stream')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1068,MEDIUM,frontend/streamlit_app/components/risk_prediction.py,15,st.info('Please run: python scripts/ml/train_default_risk_model.py'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1069,MEDIUM,frontend/streamlit_app/decision_api_client.py,56,"""/decision/metrics/run"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1070,MEDIUM,frontend/streamlit_app/decision_api_client.py,67,"return self._get(""/decision/agents/"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1071,MEDIUM,frontend/streamlit_app/decision_api_client.py,70,"return self._get(f""/decision/agents/{agent_id}"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1072,MEDIUM,frontend/streamlit_app/decision_api_client.py,79,"""/decision/center/run"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1073,MEDIUM,frontend/streamlit_app/decision_api_client.py,93,"f""/decision/scenarios/{scenario}"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1074,MEDIUM,frontend/streamlit_app/decision_api_client.py,101,"""/decision/scenarios/compare"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1075,MEDIUM,frontend/streamlit_app/decision_api_client.py,115,"f""/decision/reports/{report_type}"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1076,MEDIUM,frontend/streamlit_app/decision_api_client.py,129,"""/decision/quality/run"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1077,MEDIUM,frontend/streamlit_app/decision_loader.py,4,from the ``logs/runs/<run_id>/decision/`` directory tree.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1078,MEDIUM,frontend/streamlit_app/kpi_api_client.py,73,"response = client.get(f'{self.api_url}/analytics/kpis/latest', params=params)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1079,HIGH,frontend/streamlit_app/kpi_api_client.py,78,"kpi = KPIResponse(id=kpi_data.get('id', ''), name=kpi_data.get('name', ''), value=float(kpi_data.get('value', 0)), unit=kpi_data.get('unit', 'unknown'), threshold_status=kpi_data.get('threshold_status', 'not_configured'), thresholds=kpi_data.get('thresholds', {}), updated_at=kpi_data.get('updated_at'))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1080,MEDIUM,frontend/streamlit_app/kpi_api_client.py,104,"response = client.post(f'{self.api_url}/analytics/kpis/{kpi_id}', json={})",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1081,HIGH,frontend/streamlit_app/kpi_api_client.py,107,"kpi = KPIResponse(id=data.get('id', kpi_id), name=data.get('name', ''), value=float(data.get('value', 0)), unit=data.get('unit', 'unknown'), threshold_status=data.get('threshold_status', 'not_configured'), thresholds=data.get('thresholds', {}), updated_at=data.get('updated_at'))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1082,MEDIUM,frontend/streamlit_app/pages/02_Risk_Intelligence.py,3,"Displays structured outputs from the Risk, Cohort/Vintage, and",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1083,MEDIUM,frontend/streamlit_app/pages/02_Risk_Intelligence.py,5,"HHI / top-N exposure, and associated alerts & actions.",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1084,MEDIUM,frontend/streamlit_app/pages/02_Risk_Intelligence.py,82,"""cohort_vintage"": (""Cohort / Vintage"", ""Origination vintage analysis and trend detection""),",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1085,HIGH,frontend/streamlit_app/pages/02_Risk_Intelligence.py,133,"confidence = action.get(""confidence"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1086,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,25,MONITORING_EVENTS_ENDPOINT = '/monitoring/events',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1087,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,80,"return {'total_loans': int(metrics.get('total_loans', 0)), 'total_loans_all': int(metrics.get('total_loans_all', 0)), 'closed_loans': int(metrics.get('closed_loans', 0)), 'total_portfolio': float(metrics.get('total_portfolio', 0.0)), 'weighted_avg_rate': float(metrics.get('weighted_avg_rate', 0.0)), 'delinquency_rate_30': float(metrics.get('delinquency_rate_30', 0.0)), 'delinquency_rate_60': float(metrics.get('delinquency_rate_60', 0.0)), 'delinquency_rate_90': float(metrics.get('delinquency_rat",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1088,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,83,"total_loans = int(metrics.get('total_loans', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1089,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,84,"total_portfolio = float(metrics.get('total_portfolio', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1090,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,85,"weighted_rate_numerator = float(metrics.get('weighted_rate_numerator', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1091,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,86,"dpd_30_count = int(metrics.get('dpd_30_count', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1092,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,87,"dpd_60_count = int(metrics.get('dpd_60_count', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1093,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,88,"dpd_90_count = int(metrics.get('dpd_90_count', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1094,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,89,"par_30_amount = float(metrics.get('par_30_amount', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1095,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,90,"par_90_amount = float(metrics.get('par_90_amount', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1096,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,91,"expected_loss = float(metrics.get('expected_loss', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1097,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,92,"default_count = int(metrics.get('default_count', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1098,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,93,"default_exposure = float(metrics.get('default_exposure', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1099,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,94,"collections_received = float(metrics.get('collections_received', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1100,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,95,"collections_scheduled = float(metrics.get('collections_scheduled', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1101,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,96,"default_collections = float(metrics.get('default_collections', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1102,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,97,"return {'weighted_avg_rate': {'formula': 'sum(exposure_amount * interest_rate) / sum(exposure_amount)', 'numerator': weighted_rate_numerator, 'denominator': total_portfolio, 'value': float(metrics.get('weighted_avg_rate', 0.0)), 'unit': 'ratio'}, 'delinquency_rate_30': {'formula': 'count(loans where days_past_due >= 30) / total_loans * 100', 'numerator': dpd_30_count, 'denominator': total_loans, 'value': float(metrics.get('delinquency_rate_30', 0.0)), 'unit': 'percent'}, 'delinquency_rate_60': {",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1103,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,110,"total_loans = int(metrics.get('total_loans', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1104,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,111,"total_portfolio = float(metrics.get('total_portfolio', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1105,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,114,"{'KPI': 'Weighted Avg Rate', 'Formula': methodology['weighted_avg_rate']['formula'], 'Numerator': f""{methodology['weighted_avg_rate']['numerator']:,.2f}"", 'Denominator': fmt_currency(float(methodology['weighted_avg_rate']['denominator'] or 0.0)), 'Value': f""{float(methodology['weighted_avg_rate']['value']):.2%}""},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1106,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,118,"{'KPI': 'PAR 30', 'Formula': methodology['par_30_rate']['formula'], 'Numerator': fmt_currency(float(methodology['par_30_rate']['numerator'])), 'Denominator': fmt_currency(float(methodology['par_30_rate']['denominator'] or 0.0)), 'Value': fmt_percent(float(methodology['par_30_rate']['value']))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1107,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,119,"{'KPI': 'PAR 90', 'Formula': methodology['par_90_rate']['formula'], 'Numerator': fmt_currency(float(methodology['par_90_rate']['numerator'])), 'Denominator': fmt_currency(float(methodology['par_90_rate']['denominator'] or 0.0)), 'Value': fmt_percent(float(methodology['par_90_rate']['value']))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1108,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,121,"{'KPI': 'Collections Rate', 'Formula': methodology['collections_rate']['formula'], 'Numerator': fmt_currency(float(methodology['collections_rate']['numerator'])), 'Denominator': fmt_currency(float(methodology['collections_rate']['denominator'] or 0.0)), 'Value': fmt_percent(float(methodology['collections_rate']['value']))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1109,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,122,"{'KPI': 'Recovery Rate', 'Formula': methodology['recovery_rate']['formula'], 'Numerator': fmt_currency(float(methodology['recovery_rate']['numerator'])), 'Denominator': fmt_currency(float(methodology['recovery_rate']['denominator'] or 0.0)), 'Value': fmt_percent(float(methodology['recovery_rate']['value']))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1110,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,124,"{'KPI': f'{KPI_EXPECTED_LOSS} Rate', 'Formula': methodology['expected_loss_rate']['formula'], 'Numerator': fmt_currency(float(methodology['expected_loss_rate']['numerator'])), 'Denominator': fmt_currency(float(methodology['expected_loss_rate']['denominator'] or 0.0)), 'Value': fmt_percent(float(methodology['expected_loss_rate']['value']))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1111,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,125,"{'KPI': 'Average Loan Size', 'Formula': 'total_portfolio / total_loans', 'Numerator': fmt_currency(total_portfolio), 'Denominator': f'{total_loans:,} loans', 'Value': fmt_currency(float(metrics.get('avg_loan_size', 0.0)))},",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1112,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,126,"{'KPI': 'Average Risk Score', 'Formula': 'sum(risk_score) / total_loans', 'Numerator': f""{float(metrics.get('risk_score_sum', 0.0)):.4f}"", 'Denominator': f'{total_loans:,} loans', 'Value': fmt_ratio(float(metrics.get('avg_risk_score', 0.0)))}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1113,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,149,"message = f""KPI snapshot | Portfolio: €{float(kpi_snapshot.get('total_portfolio', 0.0)):,.0f} | DPD30+: {float(kpi_snapshot.get('delinquency_rate_30', 0.0)):.2f}% | PAR30: {float(kpi_snapshot.get('par_30_rate', 0.0)):.2f}% | {KPI_EXPECTED_LOSS}: €{float(kpi_snapshot.get('expected_loss', 0.0)):,.0f}""",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1114,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,180,file_path = AGENT_OUTPUTS_DIR / f'{timestamp}_{role_slug}_response.json',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1115,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,183,"payload = {'query': f'{scenario_name}:{output_key}', 'response': response_text, 'status': status, 'tokens_used': int(item.get('tokens_used') or 0), 'cost_usd': float(item.get('cost_usd') or 0.0), 'latency_ms': float(item.get('latency_ms') or 0.0), 'trace_id': trace_id, 'scenario_name': scenario_name, 'output_key': output_key, 'analysis_mode': metadata.get('analysis_mode'), 'kpi_snapshot': results.get('kpi_snapshot', {})}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1116,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,274,return exposure.fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1117,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,279,"return pd.to_numeric(df[column], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1118,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,360,"overdue_days = [p.get('days_late', 0) for p in payment_history if p.get('status') in ['missed', 'defaulted'] or (p.get('status') == 'late_paid' and p.get('days_late', 0) > 30)]",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1119,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,362,"existing_dpd = pd.to_numeric(df['days_past_due'], errors='coerce').fillna(0) if 'days_past_due' in df.columns else pd.Series(0, index=df.index, dtype=float)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1120,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,363,"derived_dpd = pd.to_numeric(df.apply(get_dpd_from_history, axis=1), errors='coerce').fillna(0) if 'payment_history_json' in df.columns else pd.Series(0, index=df.index, dtype=float)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1121,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,483,"st.metric(label='📉 PAR > 90', value=f""{metrics.get('par_90_rate', 0.0):.2f}%"", delta=f""Loss Rate: {metrics.get('loss_rate', 0.0):.2f}%"", delta_color='inverse')",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1122,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,485,"st.metric(label='🧯 Default Rate', value=f""{metrics.get('default_rate', 0.0):.2f}%"", delta=f""{int(metrics.get('default_count', 0))} loans"", delta_color='inverse')",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1123,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,487,"st.metric(label='💸 Collections Rate', value=f""{metrics.get('collections_rate', 0.0):.2f}%"", delta=f""Recovery: {metrics.get('recovery_rate', 0.0):.2f}%"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1124,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,489,"st.metric(label='👥 Active Borrowers', value=f""{int(metrics.get('active_borrowers', 0)):,}"", delta=f""Repeat: {metrics.get('repeat_borrower_rate', 0.0):.2f}%"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1125,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,537,"portfolio_data = {'total_loans': int(metrics.get('total_loans', 0)), 'total_loans_all': int(metrics.get('total_loans_all', 0)), 'closed_loans': int(metrics.get('closed_loans', 0)), 'total_portfolio': to_native(metrics.get('total_portfolio', 0)), 'avg_interest_rate': to_native(metrics.get('weighted_avg_rate', 0)), 'delinquency_rate_30': to_native(metrics.get('delinquency_rate_30', 0)), 'delinquency_rate_60': to_native(metrics.get('delinquency_rate_60', 0)), 'delinquency_rate_90': to_native(metric",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1126,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,542,"total_loans = int(metrics.get('total_loans', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1127,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,544,"closed_loans = int(metrics.get('closed_loans', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1128,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,545,"total_portfolio = float(metrics.get('total_portfolio', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1129,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,546,"weighted_rate = float(metrics.get('weighted_avg_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1130,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,547,"delinquency_30 = float(metrics.get('delinquency_rate_30', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1131,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,548,"delinquency_60 = float(metrics.get('delinquency_rate_60', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1132,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,549,"delinquency_90 = float(metrics.get('delinquency_rate_90', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1133,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,550,"par_30_rate = float(metrics.get('par_30_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1134,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,551,"par_90_rate = float(metrics.get('par_90_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1135,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,552,"default_rate = float(metrics.get('default_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1136,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,553,"expected_loss = float(metrics.get('expected_loss', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1137,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,554,"expected_loss_rate = float(metrics.get('expected_loss_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1138,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,555,"collections_rate = float(metrics.get('collections_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1139,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,556,"recovery_rate = float(metrics.get('recovery_rate', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1140,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,564,status_distribution_text = 'n/a',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1141,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,638,st.caption('Agent comments were generated locally. Set API_BASE_URL to publish them to Monitoring/Grafana.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1142,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,640,st.caption(f'Saved {saved_outputs} agent output files to data/agent_outputs for Agent Insights.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1143,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,757,"st.caption(f""Trace ID: {metadata.get('trace_id', 'n/a')} | Mode: {metadata.get('analysis_mode', 'n/a')}"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1144,MEDIUM,frontend/streamlit_app/pages/03_Collections_Operations.py,789,"row[SEG_DEFAULT_RATE] = round(float(defaulted) / len(grp) * 100, 2)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-1145,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,824,"cols[0].metric('Portfolio', f""€{float(kpi_snapshot.get('total_portfolio', 0.0)):,.0f}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1146,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,825,"cols[1].metric(DPD_30_PLUS, f""{float(kpi_snapshot.get('delinquency_rate_30', 0.0)):.2f}%"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1147,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,826,"cols[2].metric('PAR 30', f""{float(kpi_snapshot.get('par_30_rate', 0.0)):.2f}%"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-1148,HIGH,frontend/streamlit_app/pages/03_Collections_Operations.py,827,"cols[3].metric(KPI_EXPECTED_LOSS, f""€{float(kpi_snapshot.get('expected_loss', 0.0)):,.0f}"")",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
